team,billing_county,county,,state_abbr,state_name,state_fips,geo_type,county_name,county_name_full,join,GEOID
Colorado Avalanche,"Wayne, UT",Wayne, UT,UT,Utah,49,County,Wayne County,"Wayne County, Utah",Wayne County49,21219
Colorado Avalanche,"Quitman, MS",Quitman, MS,MS,Mississippi,28,County,Quitman County,"Quitman County, Mississippi",Quitman County28,47059
Colorado Avalanche,"Rice, KS",Rice, KS,KS,Kansas,20,County,Rice County,"Rice County, Kansas",Rice County20,47059
Colorado Avalanche,"Crook, WY",Crook, WY,WY,Wyoming,56,County,Crook County,"Crook County, Wyoming",Crook County56,19025
Colorado Avalanche,"Murray, GA",Murray, GA,GA,Georgia,13,County,Murray County,"Murray County, Georgia",Murray County13,12069
Colorado Avalanche,"Thayer, NE",Thayer, NE,NE,Nebraska,31,County,Thayer County,"Thayer County, Nebraska",Thayer County31,46007
Colorado Avalanche,"Lincoln, OK",Lincoln, OK,OK,Oklahoma,40,County,Lincoln County,"Lincoln County, Oklahoma",Lincoln County40,48159
Colorado Avalanche,"Sierra, NM",Sierra, NM,NM,New Mexico,35,County,Sierra County,"Sierra County, New Mexico",Sierra County35,47059
Colorado Avalanche,"Perkins, NE",Perkins, NE,NE,Nebraska,31,County,Perkins County,"Perkins County, Nebraska",Perkins County31,40111
Colorado Avalanche,"McCone, MT",McCone, MT,MT,Montana,30,County,McCone County,"McCone County, Montana",McCone County30,12069
Colorado Avalanche,"Jackson, TX",Jackson, TX,TX,Texas,48,County,Jackson County,"Jackson County, Texas",Jackson County48,47087
Colorado Avalanche,"Jackson, LA",Jackson, LA,LA,Louisiana,22,Parish,Jackson Parish,"Jackson Parish, Louisiana",Jackson Parish22,47087
Colorado Avalanche,"Jewell, KS",Jewell, KS,KS,Kansas,20,County,Jewell County,"Jewell County, Kansas",Jewell County20,47087
Colorado Avalanche,"Morrow, OR",Morrow, OR,OR,Oregon,41,County,Morrow County,"Morrow County, Oregon",Morrow County41,12069
Colorado Avalanche,"Meade, KS",Meade, KS,KS,Kansas,20,County,Meade County,"Meade County, Kansas",Meade County20,12069
Colorado Avalanche,"Nevada, AR",Nevada, AR,AR,Arkansas,05,County,Nevada County,"Nevada County, Arkansas",Nevada County05,12069
Colorado Avalanche,"Wichita, KS",Wichita, KS,KS,Kansas,20,County,Wichita County,"Wichita County, Kansas",Wichita County20,48249
Colorado Avalanche,"Desha, AR",Desha, AR,AR,Arkansas,05,County,Desha County,"Desha County, Arkansas",Desha County05,19025
Colorado Avalanche,"Copiah, MS",Copiah, MS,MS,Mississippi,28,County,Copiah County,"Copiah County, Mississippi",Copiah County28,19025
Colorado Avalanche,"Wallace, KS",Wallace, KS,KS,Kansas,20,County,Wallace County,"Wallace County, Kansas",Wallace County20,21219
Colorado Avalanche,"Sabana Grande, PR",Sabana Grande, PR,PR,Puerto Rico,72,County,Sabana Grande County,"Sabana Grande County, Puerto Rico",Sabana Grande County72,47059
Colorado Avalanche,"Scott, KS",Scott, KS,KS,Kansas,20,County,Scott County,"Scott County, Kansas",Scott County20,47059
Colorado Avalanche,"Torrance, NM",Torrance, NM,NM,New Mexico,35,County,Torrance County,"Torrance County, New Mexico",Torrance County35,46007
Colorado Avalanche,"Clark, KS",Clark, KS,KS,Kansas,20,County,Clark County,"Clark County, Kansas",Clark County20,19025
Colorado Avalanche,"Oglala Lakota, SD",Oglala Lakota, SD,SD,South Dakota,46,County,Oglala Lakota County,"Oglala Lakota County, South Dakota",Oglala Lakota County46,12069
Colorado Avalanche,"Kiowa, KS",Kiowa, KS,KS,Kansas,20,County,Kiowa County,"Kiowa County, Kansas",Kiowa County20,48159
Columbus Blue Jackets,"Franklin, OH",Franklin, OH,OH,Ohio,39,County,Franklin County,"Franklin County, Ohio",Franklin County39,19025
Columbus Blue Jackets,"Delaware, OH",Delaware, OH,OH,Ohio,39,County,Delaware County,"Delaware County, Ohio",Delaware County39,19025
Columbus Blue Jackets,"Fairfield, OH",Fairfield, OH,OH,Ohio,39,County,Fairfield County,"Fairfield County, Ohio",Fairfield County39,19025
Columbus Blue Jackets,"Montgomery, OH",Montgomery, OH,OH,Ohio,39,County,Montgomery County,"Montgomery County, Ohio",Montgomery County39,12069
Columbus Blue Jackets,"Cuyahoga, OH",Cuyahoga, OH,OH,Ohio,39,County,Cuyahoga County,"Cuyahoga County, Ohio",Cuyahoga County39,19025
Columbus Blue Jackets,"Licking, OH",Licking, OH,OH,Ohio,39,County,Licking County,"Licking County, Ohio",Licking County39,48159
Columbus Blue Jackets,"Hamilton, OH",Hamilton, OH,OH,Ohio,39,County,Hamilton County,"Hamilton County, Ohio",Hamilton County39,27025
Columbus Blue Jackets,"Summit, OH",Summit, OH,OH,Ohio,39,County,Summit County,"Summit County, Ohio",Summit County39,47059
Columbus Blue Jackets,"Clark, OH",Clark, OH,OH,Ohio,39,County,Clark County,"Clark County, Ohio",Clark County39,19025
Columbus Blue Jackets,"Warren, OH",Warren, OH,OH,Ohio,39,County,Warren County,"Warren County, Ohio",Warren County39,21219
Columbus Blue Jackets,"Muskingum, OH",Muskingum, OH,OH,Ohio,39,County,Muskingum County,"Muskingum County, Ohio",Muskingum County39,12069
Columbus Blue Jackets,"Butler, OH",Butler, OH,OH,Ohio,39,County,Butler County,"Butler County, Ohio",Butler County39,39017
Columbus Blue Jackets,"Madison, OH",Madison, OH,OH,Ohio,39,County,Madison County,"Madison County, Ohio",Madison County39,48159
Columbus Blue Jackets,"Greene, OH",Greene, OH,OH,Ohio,39,County,Greene County,"Greene County, Ohio",Greene County39,27025
Columbus Blue Jackets,"Stark, OH",Stark, OH,OH,Ohio,39,County,Stark County,"Stark County, Ohio",Stark County39,47059
Columbus Blue Jackets,"Union, OH",Union, OH,OH,Ohio,39,County,Union County,"Union County, Ohio",Union County39,46007
Columbus Blue Jackets,"Richland, OH",Richland, OH,OH,Ohio,39,County,Richland County,"Richland County, Ohio",Richland County39,47059
Columbus Blue Jackets,"Pickaway, OH",Pickaway, OH,OH,Ohio,39,County,Pickaway County,"Pickaway County, Ohio",Pickaway County39,40111
Columbus Blue Jackets,"Allen, OH",Allen, OH,OH,Ohio,39,County,Allen County,"Allen County, Ohio",Allen County39,#N/A
Columbus Blue Jackets,"Lorain, OH",Lorain, OH,OH,Ohio,39,County,Lorain County,"Lorain County, Ohio",Lorain County39,48159
Columbus Blue Jackets,"Miami, OH",Miami, OH,OH,Ohio,39,County,Miami County,"Miami County, Ohio",Miami County39,12069
Columbus Blue Jackets,"Medina, OH",Medina, OH,OH,Ohio,39,County,Medina County,"Medina County, Ohio",Medina County39,12069
Columbus Blue Jackets,"Lake, OH",Lake, OH,OH,Ohio,39,County,Lake County,"Lake County, Ohio",Lake County39,48159
Columbus Blue Jackets,"Logan, OH",Logan, OH,OH,Ohio,39,County,Logan County,"Logan County, Ohio",Logan County39,48159
Columbus Blue Jackets,"Ross, OH",Ross, OH,OH,Ohio,39,County,Ross County,"Ross County, Ohio",Ross County39,47059
Columbus Blue Jackets,"Knox, OH",Knox, OH,OH,Ohio,39,County,Knox County,"Knox County, Ohio",Knox County39,48159
Columbus Blue Jackets,"Clermont, OH",Clermont, OH,OH,Ohio,39,County,Clermont County,"Clermont County, Ohio",Clermont County39,19025
Columbus Blue Jackets,"Perry, OH",Perry, OH,OH,Ohio,39,County,Perry County,"Perry County, Ohio",Perry County39,40111
Columbus Blue Jackets,"Wayne, OH",Wayne, OH,OH,Ohio,39,County,Wayne County,"Wayne County, Ohio",Wayne County39,21219
Columbus Blue Jackets,"Marion, OH",Marion, OH,OH,Ohio,39,County,Marion County,"Marion County, Ohio",Marion County39,12069
Columbus Blue Jackets,"Champaign, OH",Champaign, OH,OH,Ohio,39,County,Champaign County,"Champaign County, Ohio",Champaign County39,19025
Columbus Blue Jackets,"Auglaize, OH",Auglaize, OH,OH,Ohio,39,County,Auglaize County,"Auglaize County, Ohio",Auglaize County39,#N/A
Columbus Blue Jackets,"Scioto, OH",Scioto, OH,OH,Ohio,39,County,Scioto County,"Scioto County, Ohio",Scioto County39,47059
Columbus Blue Jackets,"Mercer, OH",Mercer, OH,OH,Ohio,39,County,Mercer County,"Mercer County, Ohio",Mercer County39,12069
Columbus Blue Jackets,"Crawford, OH",Crawford, OH,OH,Ohio,39,County,Crawford County,"Crawford County, Ohio",Crawford County39,19025
Columbus Blue Jackets,"Hancock, OH",Hancock, OH,OH,Ohio,39,County,Hancock County,"Hancock County, Ohio",Hancock County39,27025
Columbus Blue Jackets,"Washington, OH",Washington, OH,OH,Ohio,39,County,Washington County,"Washington County, Ohio",Washington County39,21219
Columbus Blue Jackets,"Wyandot, OH",Wyandot, OH,OH,Ohio,39,County,Wyandot County,"Wyandot County, Ohio",Wyandot County39,39175
Columbus Blue Jackets,"Athens, OH",Athens, OH,OH,Ohio,39,County,Athens County,"Athens County, Ohio",Athens County39,#N/A
Columbus Blue Jackets,"Ashland, OH",Ashland, OH,OH,Ohio,39,County,Ashland County,"Ashland County, Ohio",Ashland County39,#N/A
Columbus Blue Jackets,"Darke, OH",Darke, OH,OH,Ohio,39,County,Darke County,"Darke County, Ohio",Darke County39,19025
Columbus Blue Jackets,"Guernsey, OH",Guernsey, OH,OH,Ohio,39,County,Guernsey County,"Guernsey County, Ohio",Guernsey County39,27025
Columbus Blue Jackets,"Tuscarawas, OH",Tuscarawas, OH,OH,Ohio,39,County,Tuscarawas County,"Tuscarawas County, Ohio",Tuscarawas County39,46007
Columbus Blue Jackets,"Kenton, KY",Kenton, KY,KY,Kentucky,21,County,Kenton County,"Kenton County, Kentucky",Kenton County21,48159
Columbus Blue Jackets,"Hardin, OH",Hardin, OH,OH,Ohio,39,County,Hardin County,"Hardin County, Ohio",Hardin County39,26021
Columbus Blue Jackets,"Putnam, WV",Putnam, WV,WV,West Virginia,54,County,Putnam County,"Putnam County, West Virginia",Putnam County54,47059
Columbus Blue Jackets,"Putnam, OH",Putnam, OH,OH,Ohio,39,County,Putnam County,"Putnam County, Ohio",Putnam County39,47059
Columbus Blue Jackets,"Coshocton, OH",Coshocton, OH,OH,Ohio,39,County,Coshocton County,"Coshocton County, Ohio",Coshocton County39,19025
Columbus Blue Jackets,"Fayette, OH",Fayette, OH,OH,Ohio,39,County,Fayette County,"Fayette County, Ohio",Fayette County39,19025
Columbus Blue Jackets,"Erie, OH",Erie, OH,OH,Ohio,39,County,Erie County,"Erie County, Ohio",Erie County39,19025
Columbus Blue Jackets,"Geauga, OH",Geauga, OH,OH,Ohio,39,County,Geauga County,"Geauga County, Ohio",Geauga County39,42031
Columbus Blue Jackets,"Jackson, OH",Jackson, OH,OH,Ohio,39,County,Jackson County,"Jackson County, Ohio",Jackson County39,31045
Columbus Blue Jackets,"Huron, OH",Huron, OH,OH,Ohio,39,County,Huron County,"Huron County, Ohio",Huron County39,31045
Columbus Blue Jackets,"Boone, KY",Boone, KY,KY,Kentucky,21,County,Boone County,"Boone County, Kentucky",Boone County21,#N/A
Columbus Blue Jackets,"Hocking, OH",Hocking, OH,OH,Ohio,39,County,Hocking County,"Hocking County, Ohio",Hocking County39,26021
Columbus Blue Jackets,"Morrow, OH",Morrow, OH,OH,Ohio,39,County,Morrow County,"Morrow County, Ohio",Morrow County39,12069
Columbus Blue Jackets,"Preble, OH",Preble, OH,OH,Ohio,39,County,Preble County,"Preble County, Ohio",Preble County39,47059
Columbus Blue Jackets,"Highland, OH",Highland, OH,OH,Ohio,39,County,Highland County,"Highland County, Ohio",Highland County39,26021
Columbus Blue Jackets,"Shelby, OH",Shelby, OH,OH,Ohio,39,County,Shelby County,"Shelby County, Ohio",Shelby County39,47059
Columbus Blue Jackets,"Lawrence, OH",Lawrence, OH,OH,Ohio,39,County,Lawrence County,"Lawrence County, Ohio",Lawrence County39,48159
Columbus Blue Jackets,"Clinton, OH",Clinton, OH,OH,Ohio,39,County,Clinton County,"Clinton County, Ohio",Clinton County39,19025
Columbus Blue Jackets,"Seneca, OH",Seneca, OH,OH,Ohio,39,County,Seneca County,"Seneca County, Ohio",Seneca County39,47059
Columbus Blue Jackets,"Campbell, KY",Campbell, KY,KY,Kentucky,21,County,Campbell County,"Campbell County, Kentucky",Campbell County21,19025
Columbus Blue Jackets,"Pike, OH",Pike, OH,OH,Ohio,39,County,Pike County,"Pike County, Ohio",Pike County39,40111
Columbus Blue Jackets,"Gallia, OH",Gallia, OH,OH,Ohio,39,County,Gallia County,"Gallia County, Ohio",Gallia County39,42031
Columbus Blue Jackets,"Ashtabula, OH",Ashtabula, OH,OH,Ohio,39,County,Ashtabula County,"Ashtabula County, Ohio",Ashtabula County39,#N/A
Columbus Blue Jackets,"Boyd, KY",Boyd, KY,KY,Kentucky,21,County,Boyd County,"Boyd County, Kentucky",Boyd County21,#N/A
Columbus Blue Jackets,"Randolph, IN",Randolph, IN,IN,Indiana,18,County,Randolph County,"Randolph County, Indiana",Randolph County18,47059
Columbus Blue Jackets,"Van Wert, OH",Van Wert, OH,OH,Ohio,39,County,Van Wert County,"Van Wert County, Ohio",Van Wert County39,46007
Columbus Blue Jackets,"Hancock, IN",Hancock, IN,IN,Indiana,18,County,Hancock County,"Hancock County, Indiana",Hancock County18,27025
Columbus Blue Jackets,"Union, IN",Union, IN,IN,Indiana,18,County,Union County,"Union County, Indiana",Union County18,46007
Columbus Blue Jackets,"Noble, OH",Noble, OH,OH,Ohio,39,County,Noble County,"Noble County, Ohio",Noble County39,12069
Columbus Blue Jackets,"Meigs, OH",Meigs, OH,OH,Ohio,39,County,Meigs County,"Meigs County, Ohio",Meigs County39,12069
Columbus Blue Jackets,"Dearborn, IN",Dearborn, IN,IN,Indiana,18,County,Dearborn County,"Dearborn County, Indiana",Dearborn County18,19025
Columbus Blue Jackets,"Wayne, IN",Wayne, IN,IN,Indiana,18,County,Wayne County,"Wayne County, Indiana",Wayne County18,21219
Columbus Blue Jackets,"Brown, OH",Brown, OH,OH,Ohio,39,County,Brown County,"Brown County, Ohio",Brown County39,#N/A
Columbus Blue Jackets,"Holmes, OH",Holmes, OH,OH,Ohio,39,County,Holmes County,"Holmes County, Ohio",Holmes County39,26021
Columbus Blue Jackets,"Carroll, OH",Carroll, OH,OH,Ohio,39,County,Carroll County,"Carroll County, Ohio",Carroll County39,19025
Columbus Blue Jackets,"Delaware, IN",Delaware, IN,IN,Indiana,18,County,Delaware County,"Delaware County, Indiana",Delaware County18,19025
Columbus Blue Jackets,"Mason, WV",Mason, WV,WV,West Virginia,54,County,Mason County,"Mason County, West Virginia",Mason County54,12069
Columbus Blue Jackets,"Howard, IN",Howard, IN,IN,Indiana,18,County,Howard County,"Howard County, Indiana",Howard County18,26021
Columbus Blue Jackets,"Le Flore, OK",Le Flore, OK,OK,Oklahoma,40,County,Le Flore County,"Le Flore County, Oklahoma",Le Flore County40,48159
Columbus Blue Jackets,"Morgan, OH",Morgan, OH,OH,Ohio,39,County,Morgan County,"Morgan County, Ohio",Morgan County39,12069
Columbus Blue Jackets,"Grant, KY",Grant, KY,KY,Kentucky,21,County,Grant County,"Grant County, Kentucky",Grant County21,42031
Columbus Blue Jackets,"Wells, IN",Wells, IN,IN,Indiana,18,County,Wells County,"Wells County, Indiana",Wells County18,48249
Columbus Blue Jackets,"Grant, IN",Grant, IN,IN,Indiana,18,County,Grant County,"Grant County, Indiana",Grant County18,42031
Columbus Blue Jackets,"Jackson, IN",Jackson, IN,IN,Indiana,18,County,Jackson County,"Jackson County, Indiana",Jackson County18,31045
Columbus Blue Jackets,"Summers, WV",Summers, WV,WV,West Virginia,54,County,Summers County,"Summers County, West Virginia",Summers County54,47059
Columbus Blue Jackets,"Putnam, IN",Putnam, IN,IN,Indiana,18,County,Putnam County,"Putnam County, Indiana",Putnam County18,47059
Columbus Blue Jackets,"Clinton, IN",Clinton, IN,IN,Indiana,18,County,Clinton County,"Clinton County, Indiana",Clinton County18,19025
Columbus Blue Jackets,"Wayne, KY",Wayne, KY,KY,Kentucky,21,County,Wayne County,"Wayne County, Kentucky",Wayne County21,21219
Columbus Blue Jackets,"Hancock, MS",Hancock, MS,MS,Mississippi,28,County,Hancock County,"Hancock County, Mississippi",Hancock County28,27025
Columbus Blue Jackets,"Pendleton, WV",Pendleton, WV,WV,West Virginia,54,County,Pendleton County,"Pendleton County, West Virginia",Pendleton County54,40111
Columbus Blue Jackets,"Vinton, OH",Vinton, OH,OH,Ohio,39,County,Vinton County,"Vinton County, Ohio",Vinton County39,21219
Columbus Blue Jackets,"Adams, OH",Adams, OH,OH,Ohio,39,County,Adams County,"Adams County, Ohio",Adams County39,#N/A
Columbus Blue Jackets,"Washington, IN",Washington, IN,IN,Indiana,18,County,Washington County,"Washington County, Indiana",Washington County18,21219
Columbus Blue Jackets,"St. James, LA",St. James, LA,LA,Louisiana,22,Parish,St. James Parish,"St. James Parish, Louisiana",St. James Parish22,47059
Columbus Blue Jackets,"Lewis, KY",Lewis, KY,KY,Kentucky,21,County,Lewis County,"Lewis County, Kentucky",Lewis County21,48159
Columbus Blue Jackets,"Martin, IN",Martin, IN,IN,Indiana,18,County,Martin County,"Martin County, Indiana",Martin County18,12069
Columbus Blue Jackets,"Highland, VA",Highland, VA,VA,Virginia,51,County,Highland County,"Highland County, Virginia",Highland County51,26021
Columbus Blue Jackets,"Estill, KY",Estill, KY,KY,Kentucky,21,County,Estill County,"Estill County, Kentucky",Estill County21,19025
Columbus Blue Jackets,"Lincoln, KS",Lincoln, KS,KS,Kansas,20,County,Lincoln County,"Lincoln County, Kansas",Lincoln County20,48159
Columbus Blue Jackets,"Switzerland, IN",Switzerland, IN,IN,Indiana,18,County,Switzerland County,"Switzerland County, Indiana",Switzerland County18,46007
Columbus Blue Jackets,"Carroll, IN",Carroll, IN,IN,Indiana,18,County,Carroll County,"Carroll County, Indiana",Carroll County18,19025
Columbus Blue Jackets,"Butte, ID",Butte, ID,ID,Idaho,16,County,Butte County,"Butte County, Idaho",Butte County16,23001
Columbus Blue Jackets,"Ohio, IN",Ohio, IN,IN,Indiana,18,County,Ohio County,"Ohio County, Indiana",Ohio County18,12069
Dallas Stars,"Dallas, TX",Dallas, TX,TX,Texas,48,County,Dallas County,"Dallas County, Texas",Dallas County48,19025
Dallas Stars,"Tarrant, TX",Tarrant, TX,TX,Texas,48,County,Tarrant County,"Tarrant County, Texas",Tarrant County48,46007
Dallas Stars,"Collin, TX",Collin, TX,TX,Texas,48,County,Collin County,"Collin County, Texas",Collin County48,19025
Dallas Stars,"Denton, TX",Denton, TX,TX,Texas,48,County,Denton County,"Denton County, Texas",Denton County48,19025
Dallas Stars,"Harris, TX",Harris, TX,TX,Texas,48,County,Harris County,"Harris County, Texas",Harris County48,26021
Dallas Stars,"Rockwall, TX",Rockwall, TX,TX,Texas,48,County,Rockwall County,"Rockwall County, Texas",Rockwall County48,47059
Dallas Stars,"Travis, TX",Travis, TX,TX,Texas,48,County,Travis County,"Travis County, Texas",Travis County48,46007
Dallas Stars,"Ellis, TX",Ellis, TX,TX,Texas,48,County,Ellis County,"Ellis County, Texas",Ellis County48,19025
Dallas Stars,"Smith, TX",Smith, TX,TX,Texas,48,County,Smith County,"Smith County, Texas",Smith County48,47059
Dallas Stars,"Kaufman, TX",Kaufman, TX,TX,Texas,48,County,Kaufman County,"Kaufman County, Texas",Kaufman County48,48159
Dallas Stars,"Johnson, TX",Johnson, TX,TX,Texas,48,County,Johnson County,"Johnson County, Texas",Johnson County48,48251
Dallas Stars,"Montgomery, TX",Montgomery, TX,TX,Texas,48,County,Montgomery County,"Montgomery County, Texas",Montgomery County48,12069
Dallas Stars,"Bexar, TX",Bexar, TX,TX,Texas,48,County,Bexar County,"Bexar County, Texas",Bexar County48,#N/A
Dallas Stars,"Parker, TX",Parker, TX,TX,Texas,48,County,Parker County,"Parker County, Texas",Parker County48,40111
Dallas Stars,"Midland, TX",Midland, TX,TX,Texas,48,County,Midland County,"Midland County, Texas",Midland County48,12069
Dallas Stars,"McLennan, TX",McLennan, TX,TX,Texas,48,County,McLennan County,"McLennan County, Texas",McLennan County48,12069
Dallas Stars,"Taylor, TX",Taylor, TX,TX,Texas,48,County,Taylor County,"Taylor County, Texas",Taylor County48,46007
Dallas Stars,"Williamson, TX",Williamson, TX,TX,Texas,48,County,Williamson County,"Williamson County, Texas",Williamson County48,48249
Dallas Stars,"Grayson, TX",Grayson, TX,TX,Texas,48,County,Grayson County,"Grayson County, Texas",Grayson County48,27025
Dallas Stars,"Oklahoma, OK",Oklahoma, OK,OK,Oklahoma,40,County,Oklahoma County,"Oklahoma County, Oklahoma",Oklahoma County40,12069
Dallas Stars,"Bell, TX",Bell, TX,TX,Texas,48,County,Bell County,"Bell County, Texas",Bell County48,#N/A
Dallas Stars,"Brazos, TX",Brazos, TX,TX,Texas,48,County,Brazos County,"Brazos County, Texas",Brazos County48,#N/A
Dallas Stars,"Galveston, TX",Galveston, TX,TX,Texas,48,County,Galveston County,"Galveston County, Texas",Galveston County48,42031
Dallas Stars,"Hood, TX",Hood, TX,TX,Texas,48,County,Hood County,"Hood County, Texas",Hood County48,26021
Dallas Stars,"Fort Bend, TX",Fort Bend, TX,TX,Texas,48,County,Fort Bend County,"Fort Bend County, Texas",Fort Bend County48,19025
Dallas Stars,"Gregg, TX",Gregg, TX,TX,Texas,48,County,Gregg County,"Gregg County, Texas",Gregg County48,27025
Dallas Stars,"Lubbock, TX",Lubbock, TX,TX,Texas,48,County,Lubbock County,"Lubbock County, Texas",Lubbock County48,48159
Dallas Stars,"Wichita, TX",Wichita, TX,TX,Texas,48,County,Wichita County,"Wichita County, Texas",Wichita County48,48249
Dallas Stars,"Cooke, TX",Cooke, TX,TX,Texas,48,County,Cooke County,"Cooke County, Texas",Cooke County48,19025
Dallas Stars,"Henderson, TX",Henderson, TX,TX,Texas,48,County,Henderson County,"Henderson County, Texas",Henderson County48,26021
Dallas Stars,"Randall, TX",Randall, TX,TX,Texas,48,County,Randall County,"Randall County, Texas",Randall County48,47059
Dallas Stars,"Brazoria, TX",Brazoria, TX,TX,Texas,48,County,Brazoria County,"Brazoria County, Texas",Brazoria County48,#N/A
Dallas Stars,"Hunt, TX",Hunt, TX,TX,Texas,48,County,Hunt County,"Hunt County, Texas",Hunt County48,26021
Dallas Stars,"Tom Green, TX",Tom Green, TX,TX,Texas,48,County,Tom Green County,"Tom Green County, Texas",Tom Green County48,46007
Dallas Stars,"Wise, TX",Wise, TX,TX,Texas,48,County,Wise County,"Wise County, Texas",Wise County48,1067
Dallas Stars,"Hays, TX",Hays, TX,TX,Texas,48,County,Hays County,"Hays County, Texas",Hays County48,26021
Dallas Stars,"Ector, TX",Ector, TX,TX,Texas,48,County,Ector County,"Ector County, Texas",Ector County48,19025
Dallas Stars,"Tulsa, OK",Tulsa, OK,OK,Oklahoma,40,County,Tulsa County,"Tulsa County, Oklahoma",Tulsa County40,46007
Dallas Stars,"Hopkins, TX",Hopkins, TX,TX,Texas,48,County,Hopkins County,"Hopkins County, Texas",Hopkins County48,26021
Dallas Stars,"Van Zandt, TX",Van Zandt, TX,TX,Texas,48,County,Van Zandt County,"Van Zandt County, Texas",Van Zandt County48,46007
Dallas Stars,"Nueces, TX",Nueces, TX,TX,Texas,48,County,Nueces County,"Nueces County, Texas",Nueces County48,12069
Dallas Stars,"Cleveland, OK",Cleveland, OK,OK,Oklahoma,40,County,Cleveland County,"Cleveland County, Oklahoma",Cleveland County40,19025
Dallas Stars,"Washington, AR",Washington, AR,AR,Arkansas,05,County,Washington County,"Washington County, Arkansas",Washington County05,21219
Dallas Stars,"Bossier, LA",Bossier, LA,LA,Louisiana,22,Parish,Bossier Parish,"Bossier Parish, Louisiana",Bossier Parish22,#N/A
Dallas Stars,"Caddo, LA",Caddo, LA,LA,Louisiana,22,Parish,Caddo Parish,"Caddo Parish, Louisiana",Caddo Parish22,23001
Dallas Stars,"Bowie, TX",Bowie, TX,TX,Texas,48,County,Bowie County,"Bowie County, Texas",Bowie County48,#N/A
Dallas Stars,"Hidalgo, TX",Hidalgo, TX,TX,Texas,48,County,Hidalgo County,"Hidalgo County, Texas",Hidalgo County48,26021
Dallas Stars,"Wood, TX",Wood, TX,TX,Texas,48,County,Wood County,"Wood County, Texas",Wood County48,1067
Dallas Stars,"Navarro, TX",Navarro, TX,TX,Texas,48,County,Navarro County,"Navarro County, Texas",Navarro County48,12069
Dallas Stars,"Potter, TX",Potter, TX,TX,Texas,48,County,Potter County,"Potter County, Texas",Potter County48,40111
Dallas Stars,"Coryell, TX",Coryell, TX,TX,Texas,48,County,Coryell County,"Coryell County, Texas",Coryell County48,19025
Dallas Stars,"Comal, TX",Comal, TX,TX,Texas,48,County,Comal County,"Comal County, Texas",Comal County48,19025
Dallas Stars,"Comanche, OK",Comanche, OK,OK,Oklahoma,40,County,Comanche County,"Comanche County, Oklahoma",Comanche County40,19025
Dallas Stars,"Palo Pinto, TX",Palo Pinto, TX,TX,Texas,48,County,Palo Pinto County,"Palo Pinto County, Texas",Palo Pinto County48,40111
Dallas Stars,"Guadalupe, TX",Guadalupe, TX,TX,Texas,48,County,Guadalupe County,"Guadalupe County, Texas",Guadalupe County48,27025
Dallas Stars,"Lea, NM",Lea, NM,NM,New Mexico,35,County,Lea County,"Lea County, New Mexico",Lea County35,48159
Dallas Stars,"Lamar, TX",Lamar, TX,TX,Texas,48,County,Lamar County,"Lamar County, Texas",Lamar County48,48159
Dallas Stars,"Hill, TX",Hill, TX,TX,Texas,48,County,Hill County,"Hill County, Texas",Hill County48,26021
Dallas Stars,"Ouachita, LA",Ouachita, LA,LA,Louisiana,22,Parish,Ouachita Parish,"Ouachita Parish, Louisiana",Ouachita Parish22,40111
Dallas Stars,"Rapides, LA",Rapides, LA,LA,Louisiana,22,Parish,Rapides Parish,"Rapides Parish, Louisiana",Rapides Parish22,47059
Dallas Stars,"Nacogdoches, TX",Nacogdoches, TX,TX,Texas,48,County,Nacogdoches County,"Nacogdoches County, Texas",Nacogdoches County48,12069
Dallas Stars,"Freestone, TX",Freestone, TX,TX,Texas,48,County,Freestone County,"Freestone County, Texas",Freestone County48,19025
Dallas Stars,"Cherokee, TX",Cherokee, TX,TX,Texas,48,County,Cherokee County,"Cherokee County, Texas",Cherokee County48,19025
Dallas Stars,"Anderson, TX",Anderson, TX,TX,Texas,48,County,Anderson County,"Anderson County, Texas",Anderson County48,#N/A
Dallas Stars,"Brown, TX",Brown, TX,TX,Texas,48,County,Brown County,"Brown County, Texas",Brown County48,#N/A
Dallas Stars,"Walker, TX",Walker, TX,TX,Texas,48,County,Walker County,"Walker County, Texas",Walker County48,21219
Dallas Stars,"Calcasieu, LA",Calcasieu, LA,LA,Louisiana,22,Parish,Calcasieu Parish,"Calcasieu Parish, Louisiana",Calcasieu Parish22,23001
Dallas Stars,"Victoria, TX",Victoria, TX,TX,Texas,48,County,Victoria County,"Victoria County, Texas",Victoria County48,21219
Dallas Stars,"Canadian, OK",Canadian, OK,OK,Oklahoma,40,County,Canadian County,"Canadian County, Oklahoma",Canadian County40,19025
Dallas Stars,"Young, TX",Young, TX,TX,Texas,48,County,Young County,"Young County, Texas",Young County48,39175
Dallas Stars,"Erath, TX",Erath, TX,TX,Texas,48,County,Erath County,"Erath County, Texas",Erath County48,19025
Dallas Stars,"Pontotoc, OK",Pontotoc, OK,OK,Oklahoma,40,County,Pontotoc County,"Pontotoc County, Oklahoma",Pontotoc County40,40111
Dallas Stars,"Fannin, TX",Fannin, TX,TX,Texas,48,County,Fannin County,"Fannin County, Texas",Fannin County48,19025
Dallas Stars,"St. Charles, LA",St. Charles, LA,LA,Louisiana,22,Parish,St. Charles Parish,"St. Charles Parish, Louisiana",St. Charles Parish22,47059
Dallas Stars,"Callahan, TX",Callahan, TX,TX,Texas,48,County,Callahan County,"Callahan County, Texas",Callahan County48,19025
