team,billing_county,county,,state_abbr,state_name,state_fips,geo_type,county_name,county_name_full,join,GEOID
Carolina Hurricanes,"Alamance, NC",Alamance, NC,NC,North Carolina,37,County,Alamance County,"Alamance County, North Carolina",Alamance County37,#N/A
Carolina Hurricanes,"Craven, NC",Craven, NC,NC,North Carolina,37,County,Craven County,"Craven County, North Carolina",Craven County37,19025
Carolina Hurricanes,"Chatham, NC",Chatham, NC,NC,North Carolina,37,County,Chatham County,"Chatham County, North Carolina",Chatham County37,19025
Carolina Hurricanes,"Brunswick, NC",Brunswick, NC,NC,North Carolina,37,County,Brunswick County,"Brunswick County, North Carolina",Brunswick County37,#N/A
Carolina Hurricanes,"Nash, NC",Nash, NC,NC,North Carolina,37,County,Nash County,"Nash County, North Carolina",Nash County37,12069
Carolina Hurricanes,"Wayne, NC",Wayne, NC,NC,North Carolina,37,County,Wayne County,"Wayne County, North Carolina",Wayne County37,21219
Carolina Hurricanes,"Lee, NC",Lee, NC,NC,North Carolina,37,County,Lee County,"Lee County, North Carolina",Lee County37,48159
Carolina Hurricanes,"Union, NC",Union, NC,NC,North Carolina,37,County,Union County,"Union County, North Carolina",Union County37,46007
Carolina Hurricanes,"Wilson, NC",Wilson, NC,NC,North Carolina,37,County,Wilson County,"Wilson County, North Carolina",Wilson County37,48249
Carolina Hurricanes,"Iredell, NC",Iredell, NC,NC,North Carolina,37,County,Iredell County,"Iredell County, North Carolina",Iredell County37,31045
Carolina Hurricanes,"Buncombe, NC",Buncombe, NC,NC,North Carolina,37,County,Buncombe County,"Buncombe County, North Carolina",Buncombe County37,#N/A
Carolina Hurricanes,"Randolph, NC",Randolph, NC,NC,North Carolina,37,County,Randolph County,"Randolph County, North Carolina",Randolph County37,47059
Carolina Hurricanes,"Carteret, NC",Carteret, NC,NC,North Carolina,37,County,Carteret County,"Carteret County, North Carolina",Carteret County37,19025
Carolina Hurricanes,"Franklin, NC",Franklin, NC,NC,North Carolina,37,County,Franklin County,"Franklin County, North Carolina",Franklin County37,19025
Carolina Hurricanes,"York, SC",York, SC,SC,South Carolina,45,County,York County,"York County, South Carolina",York County45,39175
Carolina Hurricanes,"Greenville, SC",Greenville, SC,SC,South Carolina,45,County,Greenville County,"Greenville County, South Carolina",Greenville County45,27025
Carolina Hurricanes,"Cabarrus, NC",Cabarrus, NC,NC,North Carolina,37,County,Cabarrus County,"Cabarrus County, North Carolina",Cabarrus County37,23001
Carolina Hurricanes,"Pender, NC",Pender, NC,NC,North Carolina,37,County,Pender County,"Pender County, North Carolina",Pender County37,40111
Carolina Hurricanes,"Granville, NC",Granville, NC,NC,North Carolina,37,County,Granville County,"Granville County, North Carolina",Granville County37,27025
Carolina Hurricanes,"Richland, SC",Richland, SC,SC,South Carolina,45,County,Richland County,"Richland County, South Carolina",Richland County45,47059
Carolina Hurricanes,"Davidson, NC",Davidson, NC,NC,North Carolina,37,County,Davidson County,"Davidson County, North Carolina",Davidson County37,19025
Carolina Hurricanes,"Charleston, SC",Charleston, SC,SC,South Carolina,45,County,Charleston County,"Charleston County, South Carolina",Charleston County45,19025
Carolina Hurricanes,"Rowan, NC",Rowan, NC,NC,North Carolina,37,County,Rowan County,"Rowan County, North Carolina",Rowan County37,47059
Carolina Hurricanes,"Catawba, NC",Catawba, NC,NC,North Carolina,37,County,Catawba County,"Catawba County, North Carolina",Catawba County37,19025
Carolina Hurricanes,"Rockingham, NC",Rockingham, NC,NC,North Carolina,37,County,Rockingham County,"Rockingham County, North Carolina",Rockingham County37,47059
Carolina Hurricanes,"Gaston, NC",Gaston, NC,NC,North Carolina,37,County,Gaston County,"Gaston County, North Carolina",Gaston County37,42031
Carolina Hurricanes,"Stokes, NC",Stokes, NC,NC,North Carolina,37,County,Stokes County,"Stokes County, North Carolina",Stokes County37,47059
Carolina Hurricanes,"Lenoir, NC",Lenoir, NC,NC,North Carolina,37,County,Lenoir County,"Lenoir County, North Carolina",Lenoir County37,48159
Carolina Hurricanes,"Lexington, SC",Lexington, SC,SC,South Carolina,45,County,Lexington County,"Lexington County, South Carolina",Lexington County45,48159
Carolina Hurricanes,"Beaufort, NC",Beaufort, NC,NC,North Carolina,37,County,Beaufort County,"Beaufort County, North Carolina",Beaufort County37,#N/A
Carolina Hurricanes,"Dorchester, SC",Dorchester, SC,SC,South Carolina,45,County,Dorchester County,"Dorchester County, South Carolina",Dorchester County45,19025
Carolina Hurricanes,"Surry, NC",Surry, NC,NC,North Carolina,37,County,Surry County,"Surry County, North Carolina",Surry County37,47059
Carolina Hurricanes,"Hoke, NC",Hoke, NC,NC,North Carolina,37,County,Hoke County,"Hoke County, North Carolina",Hoke County37,26021
Carolina Hurricanes,"Davie, NC",Davie, NC,NC,North Carolina,37,County,Davie County,"Davie County, North Carolina",Davie County37,19025
Carolina Hurricanes,"Florence, SC",Florence, SC,SC,South Carolina,45,County,Florence County,"Florence County, South Carolina",Florence County45,19025
Carolina Hurricanes,"Person, NC",Person, NC,NC,North Carolina,37,County,Person County,"Person County, North Carolina",Person County37,40111
Carolina Hurricanes,"Pittsylvania, VA",Pittsylvania, VA,VA,Virginia,51,County,Pittsylvania County,"Pittsylvania County, Virginia",Pittsylvania County51,40111
Carolina Hurricanes,"Halifax, VA",Halifax, VA,VA,Virginia,51,County,Halifax County,"Halifax County, Virginia",Halifax County51,27025
Carolina Hurricanes,"Edgecombe, NC",Edgecombe, NC,NC,North Carolina,37,County,Edgecombe County,"Edgecombe County, North Carolina",Edgecombe County37,19025
Carolina Hurricanes,"Dare, NC",Dare, NC,NC,North Carolina,37,County,Dare County,"Dare County, North Carolina",Dare County37,19025
Carolina Hurricanes,"Henderson, NC",Henderson, NC,NC,North Carolina,37,County,Henderson County,"Henderson County, North Carolina",Henderson County37,26021
Carolina Hurricanes,"Sampson, NC",Sampson, NC,NC,North Carolina,37,County,Sampson County,"Sampson County, North Carolina",Sampson County37,47059
Carolina Hurricanes,"Vance, NC",Vance, NC,NC,North Carolina,37,County,Vance County,"Vance County, North Carolina",Vance County37,46007
Carolina Hurricanes,"Henry, VA",Henry, VA,VA,Virginia,51,County,Henry County,"Henry County, Virginia",Henry County51,26021
Carolina Hurricanes,"Caldwell, NC",Caldwell, NC,NC,North Carolina,37,County,Caldwell County,"Caldwell County, North Carolina",Caldwell County37,23001
Carolina Hurricanes,"Georgetown, SC",Georgetown, SC,SC,South Carolina,45,County,Georgetown County,"Georgetown County, South Carolina",Georgetown County45,42031
Carolina Hurricanes,"Berkeley, SC",Berkeley, SC,SC,South Carolina,45,County,Berkeley County,"Berkeley County, South Carolina",Berkeley County45,#N/A
Carolina Hurricanes,"Sumter, SC",Sumter, SC,SC,South Carolina,45,County,Sumter County,"Sumter County, South Carolina",Sumter County45,47059
Carolina Hurricanes,"Robeson, NC",Robeson, NC,NC,North Carolina,37,County,Robeson County,"Robeson County, North Carolina",Robeson County37,47059
Carolina Hurricanes,"Lincoln, NC",Lincoln, NC,NC,North Carolina,37,County,Lincoln County,"Lincoln County, North Carolina",Lincoln County37,48159
Carolina Hurricanes,"Salem City, VA",Salem City, VA,VA,Virginia,51,County,Salem City County,"Salem City County, Virginia",Salem City County51,47059
Carolina Hurricanes,"Spartanburg, SC",Spartanburg, SC,SC,South Carolina,45,County,Spartanburg County,"Spartanburg County, South Carolina",Spartanburg County45,47059
Carolina Hurricanes,"Halifax, NC",Halifax, NC,NC,North Carolina,37,County,Halifax County,"Halifax County, North Carolina",Halifax County37,27025
Carolina Hurricanes,"Richmond, NC",Richmond, NC,NC,North Carolina,37,County,Richmond County,"Richmond County, North Carolina",Richmond County37,47059
Carolina Hurricanes,"Martin, NC",Martin, NC,NC,North Carolina,37,County,Martin County,"Martin County, North Carolina",Martin County37,12069
Carolina Hurricanes,"Duplin, NC",Duplin, NC,NC,North Carolina,37,County,Duplin County,"Duplin County, North Carolina",Duplin County37,19025
Carolina Hurricanes,"Columbus, NC",Columbus, NC,NC,North Carolina,37,County,Columbus County,"Columbus County, North Carolina",Columbus County37,19025
Carolina Hurricanes,"Burke, NC",Burke, NC,NC,North Carolina,37,County,Burke County,"Burke County, North Carolina",Burke County37,#N/A
Carolina Hurricanes,"Wilkes, NC",Wilkes, NC,NC,North Carolina,37,County,Wilkes County,"Wilkes County, North Carolina",Wilkes County37,48249
Carolina Hurricanes,"Campbell, VA",Campbell, VA,VA,Virginia,51,County,Campbell County,"Campbell County, Virginia",Campbell County51,19025
Carolina Hurricanes,"Stanly, NC",Stanly, NC,NC,North Carolina,37,County,Stanly County,"Stanly County, North Carolina",Stanly County37,47059
Carolina Hurricanes,"Franklin, VA",Franklin, VA,VA,Virginia,51,County,Franklin County,"Franklin County, Virginia",Franklin County51,19025
Carolina Hurricanes,"Haywood, NC",Haywood, NC,NC,North Carolina,37,County,Haywood County,"Haywood County, North Carolina",Haywood County37,26021
Carolina Hurricanes,"Caswell, NC",Caswell, NC,NC,North Carolina,37,County,Caswell County,"Caswell County, North Carolina",Caswell County37,19025
Carolina Hurricanes,"Lancaster, SC",Lancaster, SC,SC,South Carolina,45,County,Lancaster County,"Lancaster County, South Carolina",Lancaster County45,48159
Carolina Hurricanes,"Kershaw, SC",Kershaw, SC,SC,South Carolina,45,County,Kershaw County,"Kershaw County, South Carolina",Kershaw County45,48159
Carolina Hurricanes,"Mecklenburg, VA",Mecklenburg, VA,VA,Virginia,51,County,Mecklenburg County,"Mecklenburg County, Virginia",Mecklenburg County51,12069
Carolina Hurricanes,"Watauga, NC",Watauga, NC,NC,North Carolina,37,County,Watauga County,"Watauga County, North Carolina",Watauga County37,21219
Carolina Hurricanes,"Pasquotank, NC",Pasquotank, NC,NC,North Carolina,37,County,Pasquotank County,"Pasquotank County, North Carolina",Pasquotank County37,40111
Carolina Hurricanes,"Darlington, SC",Darlington, SC,SC,South Carolina,45,County,Darlington County,"Darlington County, South Carolina",Darlington County45,19025
Carolina Hurricanes,"Marlboro, SC",Marlboro, SC,SC,South Carolina,45,County,Marlboro County,"Marlboro County, South Carolina",Marlboro County45,12069
Carolina Hurricanes,"Yadkin, NC",Yadkin, NC,NC,North Carolina,37,County,Yadkin County,"Yadkin County, North Carolina",Yadkin County37,39175
Carolina Hurricanes,"Pamlico, NC",Pamlico, NC,NC,North Carolina,37,County,Pamlico County,"Pamlico County, North Carolina",Pamlico County37,40111
Carolina Hurricanes,"Montgomery, NC",Montgomery, NC,NC,North Carolina,37,County,Montgomery County,"Montgomery County, North Carolina",Montgomery County37,12069
Carolina Hurricanes,"Danville City, VA",Danville City, VA,VA,Virginia,51,County,Danville City County,"Danville City County, Virginia",Danville City County51,19025
Carolina Hurricanes,"Rutherford, NC",Rutherford, NC,NC,North Carolina,37,County,Rutherford County,"Rutherford County, North Carolina",Rutherford County37,47059
Carolina Hurricanes,"Ashe, NC",Ashe, NC,NC,North Carolina,37,County,Ashe County,"Ashe County, North Carolina",Ashe County37,#N/A
Carolina Hurricanes,"Surry, VA",Surry, VA,VA,Virginia,51,County,Surry County,"Surry County, Virginia",Surry County51,47059
Carolina Hurricanes,"Hertford, NC",Hertford, NC,NC,North Carolina,37,County,Hertford County,"Hertford County, North Carolina",Hertford County37,26021
Carolina Hurricanes,"Chesterfield, SC",Chesterfield, SC,SC,South Carolina,45,County,Chesterfield County,"Chesterfield County, South Carolina",Chesterfield County45,19025
Carolina Hurricanes,"Greene, NC",Greene, NC,NC,North Carolina,37,County,Greene County,"Greene County, North Carolina",Greene County37,27025
Carolina Hurricanes,"Jones, NC",Jones, NC,NC,North Carolina,37,County,Jones County,"Jones County, North Carolina",Jones County37,48159
Carolina Hurricanes,"Bladen, NC",Bladen, NC,NC,North Carolina,37,County,Bladen County,"Bladen County, North Carolina",Bladen County37,#N/A
Carolina Hurricanes,"Tyrrell, NC",Tyrrell, NC,NC,North Carolina,37,County,Tyrrell County,"Tyrrell County, North Carolina",Tyrrell County37,46007
Carolina Hurricanes,"Currituck, NC",Currituck, NC,NC,North Carolina,37,County,Currituck County,"Currituck County, North Carolina",Currituck County37,19025
Carolina Hurricanes,"Chowan, NC",Chowan, NC,NC,North Carolina,37,County,Chowan County,"Chowan County, North Carolina",Chowan County37,19025
Carolina Hurricanes,"Lunenburg, VA",Lunenburg, VA,VA,Virginia,51,County,Lunenburg County,"Lunenburg County, Virginia",Lunenburg County51,48159
Carolina Hurricanes,"Galax City, VA",Galax City, VA,VA,Virginia,51,County,Galax City County,"Galax City County, Virginia",Galax City County51,42031
Carolina Hurricanes,"Alexander, NC",Alexander, NC,NC,North Carolina,37,County,Alexander County,"Alexander County, North Carolina",Alexander County37,#N/A
Carolina Hurricanes,"Logan, WV",Logan, WV,WV,West Virginia,54,County,Logan County,"Logan County, West Virginia",Logan County54,48159
Carolina Hurricanes,"Scotland, NC",Scotland, NC,NC,North Carolina,37,County,Scotland County,"Scotland County, North Carolina",Scotland County37,47059
Carolina Hurricanes,"Nottoway, VA",Nottoway, VA,VA,Virginia,51,County,Nottoway County,"Nottoway County, Virginia",Nottoway County51,12069
Carolina Hurricanes,"Brunswick, VA",Brunswick, VA,VA,Virginia,51,County,Brunswick County,"Brunswick County, Virginia",Brunswick County51,#N/A
Carolina Hurricanes,"Greenwood, SC",Greenwood, SC,SC,South Carolina,45,County,Greenwood County,"Greenwood County, South Carolina",Greenwood County45,27025
Carolina Hurricanes,"Lumpkin, GA",Lumpkin, GA,GA,Georgia,13,County,Lumpkin County,"Lumpkin County, Georgia",Lumpkin County13,48159
Carolina Hurricanes,"McCormick, SC",McCormick, SC,SC,South Carolina,45,County,McCormick County,"McCormick County, South Carolina",McCormick County45,12069
Carolina Hurricanes,"Warren, NC",Warren, NC,NC,North Carolina,37,County,Warren County,"Warren County, North Carolina",Warren County37,21219
Carolina Hurricanes,"Russell, VA",Russell, VA,VA,Virginia,51,County,Russell County,"Russell County, Virginia",Russell County51,47059
Carolina Hurricanes,"Swain, NC",Swain, NC,NC,North Carolina,37,County,Swain County,"Swain County, North Carolina",Swain County37,46007
Carolina Hurricanes,"Newberry, SC",Newberry, SC,SC,South Carolina,45,County,Newberry County,"Newberry County, South Carolina",Newberry County45,12069
Carolina Hurricanes,"Montgomery, KS",Montgomery, KS,KS,Kansas,20,County,Montgomery County,"Montgomery County, Kansas",Montgomery County20,12069
Carolina Hurricanes,"Lee, SC",Lee, SC,SC,South Carolina,45,County,Lee County,"Lee County, South Carolina",Lee County45,48159
Carolina Hurricanes,"Cherokee, SC",Cherokee, SC,SC,South Carolina,45,County,Cherokee County,"Cherokee County, South Carolina",Cherokee County45,19025
Carolina Hurricanes,"Madison, GA",Madison, GA,GA,Georgia,13,County,Madison County,"Madison County, Georgia",Madison County13,48159
Carolina Hurricanes,"Washington, TX",Washington, TX,TX,Texas,48,County,Washington County,"Washington County, Texas",Washington County48,21219
Carolina Hurricanes,"Craig, VA",Craig, VA,VA,Virginia,51,County,Craig County,"Craig County, Virginia",Craig County51,19025
Carolina Hurricanes,"Prince Edward, VA",Prince Edward, VA,VA,Virginia,51,County,Prince Edward County,"Prince Edward County, Virginia",Prince Edward County51,47059
Carolina Hurricanes,"Conway, AR",Conway, AR,AR,Arkansas,05,County,Conway County,"Conway County, Arkansas",Conway County05,19025
Carolina Hurricanes,"Cherokee, NC",Cherokee, NC,NC,North Carolina,37,County,Cherokee County,"Cherokee County, North Carolina",Cherokee County37,19025
Carolina Hurricanes,"Patrick, VA",Patrick, VA,VA,Virginia,51,County,Patrick County,"Patrick County, Virginia",Patrick County51,40111
Carolina Hurricanes,"Whitley, KY",Whitley, KY,KY,Kentucky,21,County,Whitley County,"Whitley County, Kentucky",Whitley County21,48249
Carolina Hurricanes,"King and Queen, VA",King and Queen, VA,VA,Virginia,51,County,King and Queen County,"King and Queen County, Virginia",King and Queen County51,48159
Carolina Hurricanes,"Adams, MS",Adams, MS,MS,Mississippi,28,County,Adams County,"Adams County, Mississippi",Adams County28,#N/A
Carolina Hurricanes,"Manati, PR",Manati, PR,PR,Puerto Rico,72,County,Manati County,"Manati County, Puerto Rico",Manati County72,12069
Carolina Hurricanes,"Saluda, SC",Saluda, SC,SC,South Carolina,45,County,Saluda County,"Saluda County, South Carolina",Saluda County45,47059
Carolina Hurricanes,"Greensville, VA",Greensville, VA,VA,Virginia,51,County,Greensville County,"Greensville County, Virginia",Greensville County51,27025
Carolina Hurricanes,"Avery, NC",Avery, NC,NC,North Carolina,37,County,Avery County,"Avery County, North Carolina",Avery County37,#N/A
Carolina Hurricanes,"Washington, NC",Washington, NC,NC,North Carolina,37,County,Washington County,"Washington County, North Carolina",Washington County37,21219
Carolina Hurricanes,"Dinwiddie, VA",Dinwiddie, VA,VA,Virginia,51,County,Dinwiddie County,"Dinwiddie County, Virginia",Dinwiddie County51,19025
Carolina Hurricanes,"Vega Alta, PR",Vega Alta, PR,PR,Puerto Rico,72,County,Vega Alta County,"Vega Alta County, Puerto Rico",Vega Alta County72,46007
Carolina Hurricanes,"Grayson, VA",Grayson, VA,VA,Virginia,51,County,Grayson County,"Grayson County, Virginia",Grayson County51,27025
Chicago Blackhawks,"Cook, IL",Cook, IL,IL,Illinois,17,County,Cook County,"Cook County, Illinois",Cook County17,19025
